species	superkingdom	phylum	class	order	family
azospirillum_halopraeferens	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae
halanaerobium_kushneri	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae
listeria_welshimeri	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae
lactobacillus_secaliphilus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
leuconostoc_palmae	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae
clostridium_gasigenes	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
lentibacillus_salarius	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
microbispora_rosea	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
ureibacillus_terrenus	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae
aquifex_aeolicus	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae
dethiosulfatibacter_aminovorans	Bacteria	Firmicutes	Tissierellia	None	None
frateuria_aurantia	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae
sulfobacillus_thermotolerans	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVII. Incertae Sedis
chromohalobacter_nigrandesensis	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
spiroplasma_floricola	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae
clostridium_sticklandii	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
streptomyces_aurantiacus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
alloiococcus_otitis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae
flavobacterium_frigidarium	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
mycobacterium_vulneris	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
clostridium_cochlearium	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
streptococcus_ferus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae
legionella_adelaidensis	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae
persicirhabdus_sediminis	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae
chitinimonas_koreensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
delftia_tsuruhatensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
porphyrobacter_cryptus	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
nocardia_endophytica	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
clostridium_scatologenes	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
tsukamurella_pseudospumae	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Tsukamurellaceae
tatumella_citrea	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae
nonomuraea_terrinata	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
bifidobacterium_magnum	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae
lactobacillus_paracasei	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
proteus_vulgaris	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae
gracilibacillus_dipsosauri	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
bacillus_atrophaeus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
vibrio_natriegens	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
algoriphagus_aquaeductus	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae
ilyobacter_delafieldii	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae
pedobacter_cryoconitis	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
devriesea_agamarum	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae
natronincola_histidinovorans	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
clostridium_symbiosum	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
halomonas_sinaiensis	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
pseudomonas_jessenii	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
acinetobacter_baylyi	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
propionispora_vibrioides	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae
winogradskyella_thalassocola	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
mycobacterium_pseudoshottsii	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
geobacter_bremensis	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae
desulfurococcus_fermentans	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae
haloferax_mediterranei	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae
clostridium_subterminale	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
cryobacterium_mesophilum	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
bacteroides_ureolyticus	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae
lactobacillus_fermentum	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
paenibacillus_daejeonensis	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
brevundimonas_intermedia	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae
brevibacterium_celere	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae
jiangella_muralis	Bacteria	Actinobacteria	Actinobacteria	Jiangellales	Jiangellaceae
bacteroides_propionicifaciens	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
lysobacter_capsici	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
moraxella_atlantae	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
caldanaerobius_polysaccharolyticus	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae
comamonas_kerstersii	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
actinobacillus_porcinus	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae
nocardia_ninae	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
mycobacterium_fortuitum	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
actinomyces_naeslundii	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae
nocardiopsis_coralliicola	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae
glaciimonas_immobilis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
methanothermus_sociabilis	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermaceae
mycobacterium_insubricum	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
mycobacterium_salmoniphilum	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
erwinia_persicina	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae
chloroflexus_aggregans	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae
burkholderia_mimosarum	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
fastidiosipila_sanguinis	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae
saccharothrix_coeruleofusca	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
cronobacter_turicensis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
rhizobium_pisi	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
vogesella_perlucida	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae
glycomyces_sambucus	Bacteria	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae
blastopirellula_marina	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae
lampropedia_hyalina	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
rothia_amarae	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
corynebacterium_diphtheriae	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae
cohnella_ginsengisoli	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
azonexus_hydrophilus	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Azonexaceae
leptolinea_tardivitalis	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae
rhodoferax_fermentans	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
desulfurobacterium_atlanticum	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae
pseudonocardia_hydrocarbonoxydans	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
deinococcus_papagonensis	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae
leisingera_methylohalidivorans	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
tetragenococcus_muriaticus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae
sphingomonas_trueperi	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
williamsia_faeni	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Williamsiaceae
prevotella_heparinolytica	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
giesbergeria_giesbergeri	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
haloechinothrix_alba	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
bacillus_okhensis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
trabulsiella_guamensis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
burkholderia_ferrariae	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
xylella_fastidiosa	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
oerskovia_jenensis	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae
streptomyces_sclerotialus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
hydrogenophaga_defluvii	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
shewanella_fidelis	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae
sphingomonas_mali	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
streptomyces_xanthochromogenes	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
sulfitobacter_pontiacus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
nonomuraea_bangladeshensis	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
chryseobacterium_palustre	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
thermogymnomonas_acidicola	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	None
sporacetigenium_mesophilum	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
rheinheimera_soli	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae
arthrobacter_tumbae	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
lactobacillus_collinoides	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
acidilobus_aceticus	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Acidilobaceae
acholeplasma_laidlawii	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae
desulfuromusa_kysingii	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae
vibrio_mimicus	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
thermodesulfovibrio_yellowstonii	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae
propionispora_hippei	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae
actinomadura_formosensis	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae
lentzea_californiensis	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
gemella_haemolysans	Bacteria	Firmicutes	Bacilli	Bacillales	None
salinisphaera_dokdonensis	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae
thiobacillus_plumbophilus	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae
bacillus_humi	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
halomonas_magadiensis	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
pseudomonas_citronellolis	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
lactobacillus_delbrueckii	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
actinoplanes_derwentensis	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
rhodobacter_aestuarii	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
streptomyces_viridochromogenes	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
spirosoma_spitsbergense	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae
phocoenobacter_uteri	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae
thermodesulfatator_indicus	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae
thioalkalimicrobium_cyclicum	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae
thermococcus_gorgonarius	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae
burkholderia_hospita	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
mycobacterium_shinjukuense	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
desulfatibacillum_alkenivorans	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
corynebacterium_marinum	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae
lactobacillus_hilgardii	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
agromyces_italicus	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
ruania_albidiflava	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Ruaniaceae
hydrogenophilus_hirschii	Bacteria	Proteobacteria	Hydrogenophilalia	Hydrogenophilales	Hydrogenophilaceae
nocardia_mikamii	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
mycoplasma_sturni	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae
bacillus_chungangensis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
streptomyces_sudanensis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
streptomyces_durhamensis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
desulfovibrio_mexicanus	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
streptomyces_virginiae	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
streptomyces_chungwhensis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
bacillus_cellulosilyticus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
staphylococcus_simulans	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae
amphibacillus_tropicus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
alteromonas_fuliginea	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
sphingobium_chungbukense	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
actinomyces_graevenitzii	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae
erythrobacter_citreus	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
oleiphilus_messinensis	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae
actinomadura_geliboluensis	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae
haemophilus_felis	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae
lactobacillus_fuchuensis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
thermosipho_globiformans	Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae
moritella_viscosa	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae
shigella_dysenteriae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
salinicoccus_iranensis	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae
streptomyces_ciscaucasicus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
streptomyces_lacticiproducens	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
burkholderia_endofungorum	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
mesorhizobium_thiogangeticum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae
polynucleobacter_cosmopolitanus	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
dendrosporobacter_quercicolus	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae
cryptosporangium_arvum	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Cryptosporangiaceae
streptomyces_rangoonensis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
gramella_portivictoriae	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
enterococcus_malodoratus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae
clostridium_malenominatum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
solitalea_canadensis	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
campylobacter_rectus	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae
ammoniphilus_oxalaticus	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
microsphaera_multipartita	Bacteria	Actinobacteria	Actinobacteria	Nakamurellales	Nakamurellaceae
ilyobacter_insuetus	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae
herbaspirillum_autotrophicum	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
bacillus_schlegelii	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
lactobacillus_hammesii	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
proteus_mirabilis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae
serratia_symbiotica	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae
flavobacterium_flevense	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
streptomyces_avellaneus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
lactobacillus_mindensis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
mycoplasma_arthritidis	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae
syntrophobacter_wolinii	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae
nocardia_pseudovaccinii	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
thauera_phenylacetica	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae
clostridium_hylemonae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
microbacterium_laevaniformans	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
sphingobium_cloacae	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
desulfovibrio_brasiliensis	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
paucimonas_lemoignei	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
exiguobacterium_marinum	Bacteria	Firmicutes	Bacilli	Bacillales	None
neisseria_animalis	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae
desulfotomaculum_carboxydivorans	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae
brevundimonas_kwangchunensis	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae
paenibacillus_purispatii	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
paenibacillus_uliginis	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
methanocaldococcus_indicus	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae
bartonella_henselae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae
