species	superkingdom	phylum	class
tistrella_bauzanensis	Bacteria	Proteobacteria	Alphaproteobacteria
ogataea_glucozyma	Eukaryota	Ascomycota	
giesbergeria_giesbergeri	Bacteria	Proteobacteria	Betaproteobacteria
pycnoporus_cinnabarinus	Eukaryota	Basidiomycota	
paraliobacillus_ryukyuensis	Bacteria	Firmicutes	
streptomyces_scabiei	Bacteria	Actinobacteria	
ignicoccus_islandicus	Archaea	Crenarchaeota	
exobasidium_shiraianum	Eukaryota	Basidiomycota	
burkholderia_phymatum	Bacteria	Proteobacteria	Betaproteobacteria
brevibacterium_marinum	Bacteria	Actinobacteria	
clostridium_hydrogeniformans	Bacteria	Firmicutes	
lentibacillus_kapialis	Bacteria	Firmicutes	
candida_inconspicua	Eukaryota	Ascomycota	
aquitalea_magnusonii	Bacteria	Proteobacteria	Betaproteobacteria
corynebacterium_genitalium	Bacteria	Actinobacteria	
heliotropium_europaeum	Eukaryota	Streptophyta	
pseudoxanthomonas_broegbernensis	Bacteria	Proteobacteria	Gammaproteobacteria
cylindrocarpon_magnusianum	Eukaryota	Ascomycota	
rhodococcus_cercidiphylli	Bacteria	Actinobacteria	
anaerofilum_agile	Bacteria	Firmicutes	
aminobacter_niigataensis	Bacteria	Proteobacteria	Alphaproteobacteria
pedobacter_westerhofensis	Bacteria	Bacteroidetes	
peganum_harmala	Eukaryota	Streptophyta	
marmoricola_aurantiacus	Bacteria	Actinobacteria	
lactobacillus_paralimentarius	Bacteria	Firmicutes	
vogesella_lacus	Bacteria	Proteobacteria	Betaproteobacteria
sphingomonas_hankookensis	Bacteria	Proteobacteria	Alphaproteobacteria
rheinheimera_baltica	Bacteria	Proteobacteria	Gammaproteobacteria
ashbya_gossypii	Eukaryota	Ascomycota	
salinisphaera_dokdonensis	Bacteria	Proteobacteria	Gammaproteobacteria
paenibacillus_soli	Bacteria	Firmicutes	
yonghaparkia_alkaliphila	Bacteria	Actinobacteria	
achromobacter_xylosoxidans	Bacteria	Proteobacteria	Betaproteobacteria
burkholderia_mimosarum	Bacteria	Proteobacteria	Betaproteobacteria
aeromonas_diversa	Bacteria	Proteobacteria	Gammaproteobacteria
gordonia_sihwensis	Bacteria	Actinobacteria	
ktedonobacter_racemifer	Bacteria	Chloroflexi	
shewanella_indica	Bacteria	Proteobacteria	Gammaproteobacteria
diaphorobacter_nitroreducens	Bacteria	Proteobacteria	Betaproteobacteria
lactobacillus_leichmannii	Bacteria	Firmicutes	
rhodoplanes_mangalorensis	Bacteria	Proteobacteria	Alphaproteobacteria
staphylococcus_hominis	Bacteria	Firmicutes	
nonomuraea_wenchangensis	Bacteria	Actinobacteria	
lactobacillus_bifermentans	Bacteria	Firmicutes	
calonectria_morganii	Eukaryota	Ascomycota	
agromonas_oligotrophica	Bacteria	Proteobacteria	Alphaproteobacteria
phoma_macrostoma	Eukaryota	Ascomycota	
shewanella_pacifica	Bacteria	Proteobacteria	Gammaproteobacteria
cercartetus_conncinnus	Eukaryota	Chordata	
leptospira_noguchii	Bacteria	Spirochaetes	
lactobacillus_antri	Bacteria	Firmicutes	
anaerobranca_gottschalkii	Bacteria	Firmicutes	
polynucleobacter_rarus	Bacteria	Proteobacteria	Betaproteobacteria
streptomyces_aburaviensis	Bacteria	Actinobacteria	
deferribacter_abyssi	Bacteria	Deferribacteres	
arthrobacter_psychrophenolicus	Bacteria	Actinobacteria	
deinococcus_aquatilis	Bacteria	Deinococcus-Thermus	
hypomyces_chrysostomus	Eukaryota	Ascomycota	
bosea_eneae	Bacteria	Proteobacteria	Alphaproteobacteria
bacillus_alkalisediminis	Bacteria	Firmicutes	
amycolatopsis_plumensis	Bacteria	Actinobacteria	
prevotella_micans	Bacteria	Bacteroidetes	
burkholderia_cenocepacia	Bacteria	Proteobacteria	Betaproteobacteria
desulfotomaculum_luciae	Bacteria	Firmicutes	
cygnus_buccinator	Eukaryota	Chordata	
thermococcus_siculi	Archaea	Euryarchaeota	
desulfovibrio_vulgaris	Bacteria	Proteobacteria	Deltaproteobacteria
desulfurella_propionica	Bacteria	Proteobacteria	Deltaproteobacteria
fusarium_xylarioides	Eukaryota	Ascomycota	
fusarium_aquaeductuum	Eukaryota	Ascomycota	
ensifer_meliloti	Bacteria	Proteobacteria	Alphaproteobacteria
helcococcus_ovis	Bacteria	Firmicutes	
actinomyces_israelii	Bacteria	Actinobacteria	
actinomyces_radicidentis	Bacteria	Actinobacteria	
isthmomys_pirrensis	Eukaryota	Chordata	
pleuropetalum_darwinii	Eukaryota	Streptophyta	
microbacterium_pumilum	Bacteria	Actinobacteria	
chondromyces_apiculatus	Bacteria	Proteobacteria	Deltaproteobacteria
zingiber_officinale	Eukaryota	Streptophyta	
gracilibacillus_thailandensis	Bacteria	Firmicutes	
penicillium_variabile	Eukaryota	Ascomycota	
cryptosporangium_minutisporangium	Bacteria	Actinobacteria	
lentibacillus_salarius	Bacteria	Firmicutes	
muriicola_jejuensis	Bacteria	Bacteroidetes	
pseudoxanthomonas_spadix	Bacteria	Proteobacteria	Gammaproteobacteria
actinokineospora_diospyrosa	Bacteria	Actinobacteria	
flavobacterium_aquatile	Bacteria	Bacteroidetes	
zygosaccharomyces_bisporus	Eukaryota	Ascomycota	
lactobacillus_senioris	Bacteria	Firmicutes	
renibacterium_salmoninarum	Bacteria	Actinobacteria	
rarobacter_faecitabidus	Bacteria	Actinobacteria	
paludibacter_propionicigenes	Bacteria	Bacteroidetes	
aspergillus_tamarii	Eukaryota	Ascomycota	
eubacterium_rectale	Bacteria	Firmicutes	
kribbella_hippodromi	Bacteria	Actinobacteria	
tatumella_citrea	Bacteria	Proteobacteria	Gammaproteobacteria
idiomarina_salinarum	Bacteria	Proteobacteria	Gammaproteobacteria
xanthomonas_axonopodis	Bacteria	Proteobacteria	Gammaproteobacteria
serratia_ficaria	Bacteria	Proteobacteria	Gammaproteobacteria
leptotrichia_shahii	Bacteria	Fusobacteria	
acidiphilium_multivorum	Bacteria	Proteobacteria	Alphaproteobacteria
alkalispirillum_mobile	Bacteria	Proteobacteria	Gammaproteobacteria
moraxella_lincolnii	Bacteria	Proteobacteria	Gammaproteobacteria
clostridium_septicum	Bacteria	Firmicutes	
mycobacterium_chimaera	Bacteria	Actinobacteria	
burkholderia_phenazinium	Bacteria	Proteobacteria	Betaproteobacteria
methylobacterium_iners	Bacteria	Proteobacteria	Alphaproteobacteria
actinopolymorpha_singaporensis	Bacteria	Actinobacteria	
aneurinibacillus_danicus	Bacteria	Firmicutes	
clostridium_puniceum	Bacteria	Firmicutes	
devosia_riboflavina	Bacteria	Proteobacteria	Alphaproteobacteria
paenibacillus_brasilensis	Bacteria	Firmicutes	
pediococcus_damnosus	Bacteria	Firmicutes	
pseudonocardia_kongjuensis	Bacteria	Actinobacteria	
rhizobium_cyamopsis	Eukaryota	Streptophyta	
rhodospirillum_centenum	Bacteria	Proteobacteria	Alphaproteobacteria
streptohalobacillus_salinus	Bacteria	Firmicutes	
nocardia_tenerifensis	Bacteria	Actinobacteria	
scotinomys_xerampelinus	Eukaryota	Chordata	
pipilo_fuscus	Eukaryota	Chordata	
mycoplasma_mycoides	Bacteria	Tenericutes	
azospirillum_rugosum	Bacteria	Proteobacteria	Alphaproteobacteria
acetivibrio_agarovorans	Bacteria	Proteobacteria	Gammaproteobacteria
vibrio_mediterranei	Bacteria	Proteobacteria	Gammaproteobacteria
nanoarchaeum_equitans	Archaea	Nanoarchaeota	
enterobacter_nimipressuralis	Bacteria	Proteobacteria	Gammaproteobacteria
burkholderia_terricola	Bacteria	Proteobacteria	Betaproteobacteria
cytophaga_cytophaga	Bacteria	Bacteroidetes	
gloeophyllum_sepiarium	Eukaryota	Basidiomycota	
trichoderma_reesei	Eukaryota	Ascomycota	
stigmatella_aurantiaca	Bacteria	Proteobacteria	Deltaproteobacteria
clostridium_sporogenes	Bacteria	Firmicutes	
streptomyces_ruber	Bacteria	Actinobacteria	
carboxydocella_sporoproducens	Bacteria	Firmicutes	
glycomyces_endophyticus	Bacteria	Actinobacteria	
geotrichum_candidum	Eukaryota	Ascomycota	
actinoplanes_capillaceus	Bacteria	Actinobacteria	
fusobacterium_ulcerans	Bacteria	Fusobacteria	
sporidiobolus_ruineniae	Eukaryota	Basidiomycota	
thermosipho_globiformans	Bacteria	Thermotogae	
streptomyces_massasporeus	Bacteria	Actinobacteria	
psilocybe_zapotecorum	Eukaryota	Basidiomycota	
ornithinibacillus_californiensis	Bacteria	Firmicutes	
berberis_vulgaris	Eukaryota	Streptophyta	
brevibacillus_brevibacillus	Bacteria	Firmicutes	
pigmentiphaga_litoralis	Bacteria	Proteobacteria	Betaproteobacteria
sphingomonas_phyllosphaerae	Bacteria	Proteobacteria	Alphaproteobacteria
alistipes_onderdonkii	Bacteria	Bacteroidetes	
halobacillus_seohaensis	Bacteria	Firmicutes	
pseudofulvimonas_gallinarii	Bacteria	Proteobacteria	Gammaproteobacteria
catellatospora_chokoriensis	Bacteria	Actinobacteria	
pantoea_eucrina	Bacteria	Proteobacteria	Gammaproteobacteria
gordonia_lacunae	Bacteria	Actinobacteria	
clostridium_rectum	Bacteria	Fusobacteria	
herbaspirillum_frisingense	Bacteria	Proteobacteria	Betaproteobacteria
rhodopseudomonas_palustris	Bacteria	Proteobacteria	Alphaproteobacteria
stenotrophomonas_pavanii	Bacteria	Proteobacteria	Gammaproteobacteria
plectranthus_ciliatus	Eukaryota	Streptophyta	
flaviramulus_basaltis	Bacteria	Bacteroidetes	
mastigocladus_laminosus	Bacteria	Cyanobacteria	
methylocapsa_acidiphila	Bacteria	Proteobacteria	Alphaproteobacteria
janibacter_corallicola	Bacteria	Actinobacteria	
methanogenium_cariaci	Archaea	Euryarchaeota	
psychrobacter_glacincola	Bacteria	Proteobacteria	Gammaproteobacteria
bryobacter_aggregatus	Bacteria	Acidobacteria	
sulfurovum_lithotrophicum	Bacteria	Proteobacteria	Epsilonproteobacteria
dialister_micraerophilus	Bacteria	Firmicutes	
rhodocista_centenaria	Bacteria	Proteobacteria	Alphaproteobacteria
azospirillum_doebereinerae	Bacteria	Proteobacteria	Alphaproteobacteria
mycobacterium_hackensackense	Bacteria	Actinobacteria	
leifsonia_shinshuensis	Bacteria	Actinobacteria	
sulfitobacter_litoralis	Bacteria	Proteobacteria	Alphaproteobacteria
corynebacterium_mycetoides	Bacteria	Actinobacteria	
afipia_felis	Bacteria	Proteobacteria	Alphaproteobacteria
streptococcus_oralis	Bacteria	Firmicutes	
candida_rugosa	Eukaryota	Ascomycota	
nonomuraea_bangladeshensis	Bacteria	Actinobacteria	
oceanobacillus_neutriphilus	Bacteria	Firmicutes	
streptomyces_lusitanus	Bacteria	Actinobacteria	
beta_vulgaris	Eukaryota	Streptophyta	
actinomadura_echinospora	Bacteria	Actinobacteria	
ruminococcus_gauvreauii	Bacteria	Firmicutes	
patulibacter_ginsengiterrae	Bacteria	Actinobacteria	
streptococcus_vestibularis	Bacteria	Firmicutes	
corynebacterium_doosanense	Bacteria	Actinobacteria	
ustilago_esculenta	Eukaryota	Basidiomycota	
sulfurimonas_autotrophica	Bacteria	Proteobacteria	Epsilonproteobacteria
acidithiobacillus_ferrooxidans	Bacteria	Proteobacteria	Acidithiobacillia
acetobacter_senegalensis	Bacteria	Proteobacteria	Alphaproteobacteria
halorhodospira_abdelmalekii	Bacteria	Proteobacteria	Gammaproteobacteria
escherichia_fergusonii	Bacteria	Proteobacteria	Gammaproteobacteria
pantoea_gaviniae	Bacteria	Proteobacteria	Gammaproteobacteria
enterobacter_asburiae	Bacteria	Proteobacteria	Gammaproteobacteria
corynebacterium_striatum	Bacteria	Actinobacteria	
enterococcus_devriesei	Bacteria	Firmicutes	
dethiobacter_alkaliphilus	Bacteria	Firmicutes	
streptomyces_exfoliatus	Bacteria	Actinobacteria	
trametes_ochracea	Eukaryota	Basidiomycota	
kineosporia_rhizophila	Bacteria	Actinobacteria	
geobacillus_stearothermophilus	Bacteria	Firmicutes	
mahella_australiensis	Bacteria	Firmicutes	
syntrophobacter_wolinii	Bacteria	Proteobacteria	Deltaproteobacteria
neisseria_bacilliformis	Bacteria	Proteobacteria	Betaproteobacteria
chaetomium_indicum	Eukaryota	Ascomycota	
terribacillus_halophilus	Bacteria	Firmicutes	
arthrobacter_mysorens	Bacteria	Actinobacteria	
alicyclobacillus_hesperidum	Bacteria	Firmicutes	
bryocella_elongata	Bacteria	Acidobacteria	
clostridium_thermocellum	Bacteria	Firmicutes	
bacillus_brassica	Eukaryota	Streptophyta	
haloferax_gibbonsii	Archaea	Euryarchaeota	
microbacterium_marinum	Bacteria	Actinobacteria	
algicola_sagamiensis	Bacteria	Proteobacteria	Gammaproteobacteria
dyadobacter_psychrophilus	Bacteria	Bacteroidetes	
melanoporia_nigra	Eukaryota	Basidiomycota	
desulfobacula_phenolica	Bacteria	Proteobacteria	Deltaproteobacteria
thermoactinomyces_intermedius	Bacteria	Firmicutes	
pichia_anomala	Eukaryota	Ascomycota	
pseudomonas_mandelii	Bacteria	Proteobacteria	Gammaproteobacteria
prevotella_bivia	Bacteria	Bacteroidetes	
zymobacter_palmae	Bacteria	Proteobacteria	Gammaproteobacteria
caryophanon_latum	Bacteria	Firmicutes	
streptomyces_labedae	Bacteria	Actinobacteria	
yersinia_mollaretii	Bacteria	Proteobacteria	Gammaproteobacteria
neotoma_lepida	Eukaryota	Chordata	
phycicoccus_bigeumensis	Bacteria	Actinobacteria	
clitocybe_odora	Eukaryota	Basidiomycota	
lysobacter_enzymogenes	Bacteria	Proteobacteria	Gammaproteobacteria
mormoops_megalophylla	Eukaryota	Chordata	
gluconacetobacter_rhaeticus	Bacteria	Proteobacteria	Alphaproteobacteria
clostridium_irregulare	Bacteria	Firmicutes	
lactobacillus_mali	Bacteria	Firmicutes	
mycobacterium_szulgai	Bacteria	Actinobacteria	
buttiauxella_gaviniae	Bacteria	Proteobacteria	Gammaproteobacteria
streptomyces_plicatus	Bacteria	Actinobacteria	
fusarium_ventricosum	Eukaryota	Ascomycota	
corynespora_cassiicola	Eukaryota	Ascomycota	
halomonas_halodurans	Bacteria	Proteobacteria	Gammaproteobacteria
actinoplanes_amorphosporangium	Bacteria	Actinobacteria	
bradyrhizobium_denitrificans	Bacteria	Proteobacteria	Alphaproteobacteria
pseudoalteromonas_marina	Bacteria	Proteobacteria	Gammaproteobacteria
mobiluncus_mulieris	Bacteria	Actinobacteria	
mrakiella_cryoconiti	Eukaryota	Basidiomycota	
clostridium_proteolyticum	Bacteria	Firmicutes	
alicyclobacillus_disulfidooxidans	Bacteria	Firmicutes	
actinocatenispora_rupis	Bacteria	Actinobacteria	
streptomyces_rapamycinicus	Bacteria	Actinobacteria	
magnetospirillum_bellicus	Bacteria	Proteobacteria	Alphaproteobacteria
acetobacter_tropicalis	Bacteria	Proteobacteria	Alphaproteobacteria
methylosoma_difficile	Bacteria	Proteobacteria	Gammaproteobacteria
lactobacillus_helveticus	Bacteria	Firmicutes	
oceanobacillus_sojae	Bacteria	Firmicutes	
podophyllum_peltatum	Eukaryota	Streptophyta	
paenibacillus_turicensis	Bacteria	Firmicutes	
amycolatopsis_lexingtonensis	Bacteria	Actinobacteria	
advenella_kashmirensis	Bacteria	Proteobacteria	Betaproteobacteria
bacteroides_barnesiae	Bacteria	Bacteroidetes	
deinococcus_aerolatus	Bacteria	Deinococcus-Thermus	
haemophilus_paraphrohaemolyticus	Bacteria	Proteobacteria	Gammaproteobacteria
streptomyces_bungoensis	Bacteria	Actinobacteria	
phytolacca_acinosa	Eukaryota	Streptophyta	
ramlibacter_henchirensis	Bacteria	Proteobacteria	Betaproteobacteria
euonymus_europaea	Eukaryota	Streptophyta	
bacillus_selenitireducens	Bacteria	Firmicutes	
taphrina_wiesneri	Eukaryota	Ascomycota	
proechimys_semispinosus	Eukaryota	Chordata	
legionella_pneumophila	Bacteria	Proteobacteria	Gammaproteobacteria
desulfocapsa_thiozymogenes	Bacteria	Proteobacteria	Deltaproteobacteria
antrodia_malicola	Eukaryota	Basidiomycota	
leuconostoc_gelidum	Bacteria	Firmicutes	
hippea_alviniae	Bacteria	Proteobacteria	Deltaproteobacteria
micromonospora_fulviviridis	Bacteria	Actinobacteria	
ceropegia_sandersonii	Eukaryota	Streptophyta	
thiomonas_intermedia	Bacteria	Proteobacteria	Betaproteobacteria
lactobacillus_floricola	Bacteria	Firmicutes	
arthrobacter_russicus	Bacteria	Actinobacteria	
cylindrocarpon_olidum	Eukaryota	Ascomycota	
oceanibulbus_indolifex	Bacteria	Proteobacteria	Alphaproteobacteria
notomys_cervinus	Eukaryota	Chordata	
marasmius_oreades	Eukaryota	Basidiomycota	
penicillium_italicum	Eukaryota	Ascomycota	
pilimelia_anulata	Bacteria	Actinobacteria	
rubritalea_squalenifaciens	Bacteria	Verrucomicrobia	
ensifer_saheli	Bacteria	Proteobacteria	Alphaproteobacteria
lysinibacillus_xylanilyticus	Bacteria	Firmicutes	
penicillium_citreonigrum	Eukaryota	Ascomycota	
hydrogenophaga_taeniospiralis	Bacteria	Proteobacteria	Betaproteobacteria
agreia_bicolorata	Bacteria	Actinobacteria	
botryosphaeria_rhodina	Eukaryota	Ascomycota	
saccharomyces_cerevisiae	Eukaryota	Ascomycota	
ustilago_maydis	Eukaryota	Basidiomycota	
ancylobacter_aquaticus	Bacteria	Proteobacteria	Alphaproteobacteria
sulfobacillus_benefaciens	Bacteria	Firmicutes	
staphylococcus_gallinarum	Bacteria	Firmicutes	
streptococcus_dentirousetti	Bacteria	Firmicutes	
pleurotus_dryinus	Eukaryota	Basidiomycota	
phomopsis_leptostromiformis	Eukaryota	Ascomycota	
dichotomicrobium_thermohalophilum	Bacteria	Proteobacteria	Alphaproteobacteria
cyberlindnera_jadinii	Eukaryota	Ascomycota	
acetobacterium_bakii	Bacteria	Firmicutes	
streptomyces_sioyaensis	Bacteria	Actinobacteria	
haloferax_lucentense	Archaea	Euryarchaeota	
streptomyces_axinellae	Bacteria	Actinobacteria	
orobanche_muteli	Eukaryota	Streptophyta	
taphrina_padi	Eukaryota	Ascomycota	
williopsis_californica	Eukaryota	Ascomycota	
bosea_vestrisii	Bacteria	Proteobacteria	Alphaproteobacteria
agrostis_tenuis	Eukaryota	Streptophyta	
brevundimonas_mediterranea	Bacteria	Proteobacteria	Alphaproteobacteria
thioalkalivibrio_thiocyanoxidans	Bacteria	Proteobacteria	Gammaproteobacteria
luteimonas_marina	Bacteria	Proteobacteria	Gammaproteobacteria
anas_platyrhyncos	Eukaryota	Chordata	
treponema_pallidum	Bacteria	Spirochaetes	
mycobacterium_heidelbergense	Bacteria	Actinobacteria	
dasyurus_maculatus	Eukaryota	Chordata	
actinomyces_gerencseriae	Bacteria	Actinobacteria	
collinsella_aerofaciens	Bacteria	Actinobacteria	
chaetomium_cochliodes	Eukaryota	Ascomycota	
ochrobactrum_gallinifaecis	Bacteria	Proteobacteria	Alphaproteobacteria
lewinella_nigricans	Bacteria	Bacteroidetes	
lactobacillus_acidipiscis	Bacteria	Firmicutes	
tsukamurella_sunchonensis	Bacteria	Actinobacteria	
microbulbifer_thermotolerans	Bacteria	Proteobacteria	Gammaproteobacteria
asanoa_ishikariensis	Bacteria	Actinobacteria	
phoma_terrestris	Eukaryota	Ascomycota	
burkholderia_cepacia	Bacteria	Proteobacteria	Betaproteobacteria
enterococcus_caccae	Bacteria	Firmicutes	
microbacterium_barkeri	Bacteria	Actinobacteria	
plumeria_sericifolia	Eukaryota	Streptophyta	
methanobacterium_alcaliphilum	Archaea	Euryarchaeota	
azomonas_macrocytogenes	Bacteria	Proteobacteria	Gammaproteobacteria
acidiphilium_angustum	Bacteria	Proteobacteria	Alphaproteobacteria
microbacterium_terregens	Bacteria	Actinobacteria	
streptomyces_nashvillensis	Bacteria	Actinobacteria	
methanocalculus_halotolerans	Archaea	Euryarchaeota	
streptomyces_prasinopilosus	Bacteria	Actinobacteria	
pectinatus_brassicae	Bacteria	Firmicutes	
georgenia_soli	Bacteria	Actinobacteria	
bacteroides_galacturonicus	Bacteria	Bacteroidetes	
streptomyces_phosalacineus	Bacteria	Actinobacteria	
planigale_tenuirostris	Eukaryota	Chordata	
kutzneria_kofuensis	Bacteria	Actinobacteria	
virgibacillus_proomii	Bacteria	Firmicutes	
pontibacillus_litoralis	Bacteria	Firmicutes	
streptomyces_paucisporeus	Bacteria	Actinobacteria	
suillus_bovinus	Eukaryota	Basidiomycota	
streptomyces_sparsogenes	Bacteria	Actinobacteria	
haliea_salexigens	Bacteria	Proteobacteria	Gammaproteobacteria
oxalobacter_vibrioformis	Bacteria	Proteobacteria	Betaproteobacteria
eubacterium_oxidoreducens	Bacteria	Firmicutes	
olleya_marilimosa	Bacteria	Bacteroidetes	
enterococcus_casseliflavus	Bacteria	Firmicutes	
methanospirillum_hungatii	Archaea	Euryarchaeota	
cylindrocarpon_heteronema	Eukaryota	Ascomycota	
rhodovulum_marinum	Bacteria	Proteobacteria	Alphaproteobacteria
salegentibacter_salegens	Bacteria	Bacteroidetes	
methanocella_paludicola	Archaea	Euryarchaeota	
capnocytophaga_leadbetteri	Bacteria	Bacteroidetes	
eubacterium_eubacterium	Bacteria	Firmicutes	
lactococcus_plantarum	Bacteria	Firmicutes	
bacillus_rhizosphaerae	Bacteria	Firmicutes	
microdipodops_pallidus	Eukaryota	Chordata	
micromonospora_purpureochromogenes	Bacteria	Actinobacteria	
algoriphagus_antarcticus	Bacteria	Bacteroidetes	
hypomyces_mycophilus	Eukaryota	Ascomycota	
methanospirillum_lacunae	Archaea	Euryarchaeota	
streptomyces_pharmamarensis	Bacteria	Actinobacteria	
alternaria_leucanthemi	Eukaryota	Ascomycota	
heliobacterium_modesticaldum	Bacteria	Firmicutes	
streptomyces_atroolivaceus	Bacteria	Actinobacteria	
candida_tropicalis	Eukaryota	Ascomycota	
corynebacterium_thomssenii	Bacteria	Actinobacteria	
pyrodictium_abyssi	Archaea	Crenarchaeota	
salimicrobium_album	Bacteria	Firmicutes	
nocardia_soli	Bacteria	Actinobacteria	
corynebacterium_capitovis	Bacteria	Actinobacteria	
discula_pinicola	Eukaryota	Chordata	
pediococcus_acidilactici	Bacteria	Firmicutes	
chondromyces_robustus	Bacteria	Proteobacteria	Deltaproteobacteria
capnocytophaga_granulosa	Bacteria	Bacteroidetes	
hahella_ganghwensis	Bacteria	Proteobacteria	Gammaproteobacteria
arctictis_binturong	Eukaryota	Chordata	
hieracium_intybaceum	Eukaryota	Streptophyta	
bartonella_koehlerae	Bacteria	Proteobacteria	Alphaproteobacteria
algoriphagus_locisalis	Bacteria	Bacteroidetes	
clostridium_litorale	Bacteria	Firmicutes	
desulfosporosinus_youngiae	Bacteria	Firmicutes	
trametes_versicolor	Eukaryota	Basidiomycota	
sterigmatomyces_halophilus	Eukaryota	Basidiomycota	
brevibacterium_brevibacterium	Bacteria	Actinobacteria	
lactobacillus_hilgardii	Bacteria	Firmicutes	
lactobacillus_amylotrophicus	Bacteria	Firmicutes	
rhodopila_globiformis	Bacteria	Proteobacteria	Alphaproteobacteria
methylobacterium_rhodinum	Bacteria	Proteobacteria	Alphaproteobacteria
